model,scheme,layer,resample,alpha,length_median,length_fail,gsm8k,gsm8k_fail,residual_norm,parser
Qwen2.5-7B-Instruct,int8,14,3,-15.0,228.5,0.0,,,267.05,v2.3
Qwen2.5-7B-Instruct,int8,14,3,-10.0,229.0,0.0,,,267.05,v2.3
Qwen2.5-7B-Instruct,int8,14,3,-5.0,192.5,0.0,,,267.05,v2.3
Qwen2.5-7B-Instruct,int8,14,3,0.0,263.0,0.0,0.92,0.0,267.05,v2.3
Qwen2.5-7B-Instruct,int8,14,3,5.0,314.0,0.0,,,267.05,v2.3
Qwen2.5-7B-Instruct,int8,14,3,10.0,199.0,0.0,,,267.05,v2.3
Qwen2.5-7B-Instruct,int8,14,3,15.0,258.0,0.0,0.905,0.005,267.05,v2.3
Qwen2.5-7B-Instruct,int8,14,3,20.0,199.0,0.0,0.88,0.01,267.05,v2.3
Qwen2.5-7B-Instruct,int8,14,3,40.0,198.0,0.0,0.645,0.14,267.05,v2.3
Qwen2.5-7B-Instruct,int8,14,3,60.0,0.0,1.0,0.0,1.0,267.05,v2.3
Qwen2.5-7B-Instruct,int8,14,3,80.0,0.0,1.0,0.0,1.0,267.05,v2.3
Qwen2.5-7B-Instruct,int8,14,4,-80.0,0.0,1.0,,,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,4,-60.0,149.0,0.5,,,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,4,-40.0,199.0,0.0,,,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,4,-35.0,190.0,0.0,,,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,4,-30.0,201.0,0.0,,,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,4,-25.0,201.5,0.0,,,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,4,-20.0,190.5,0.0,,,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,4,-15.0,181.0,0.0,,,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,4,-10.0,214.5,0.0,,,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,4,-5.0,195.0,0.0,,,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,4,0.0,201.0,0.0,0.905,0.015,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,4,5.0,232.5,0.0,,,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,4,10.0,204.0,0.0,,,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,4,15.0,193.0,0.0,0.915,0.02,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,4,20.0,215.0,0.0,0.935,0.01,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,4,40.0,209.0,0.1,0.725,0.13,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,4,60.0,0.0,1.0,0.0,1.0,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,4,80.0,0.0,1.0,0.0,1.0,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,5,-80.0,0.0,1.0,,,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,5,-60.0,117.0,0.1,,,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,5,-40.0,133.5,0.0,,,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,5,-35.0,125.5,0.0,,,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,5,-30.0,130.5,0.0,,,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,5,-25.0,134.0,0.0,,,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,5,-20.0,133.5,0.0,,,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,5,-15.0,139.5,0.0,,,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,5,-10.0,165.5,0.0,,,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,5,-5.0,174.0,0.0,,,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,5,0.0,174.0,0.0,0.87,0.0,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,5,5.0,193.5,0.0,,,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,5,10.0,202.5,0.0,,,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,5,15.0,225.0,0.0,0.87,0.015,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,5,20.0,252.0,0.0,0.84,0.035,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,5,40.0,238.0,0.0,0.6,0.155,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,5,60.0,0.0,1.0,0.0,1.0,267.05,v2.3.1
Qwen2.5-7B-Instruct,int8,14,5,80.0,0.0,1.0,0.0,1.0,267.05,v2.3.1
