model,scheme,layer,resample,alpha,length_median,length_fail,gsm8k,gsm8k_fail,residual_norm,parser
gemma-2-9b-it,fp16,21,1,-300.0,0.0,1.0,,,405.96,v2.3
gemma-2-9b-it,fp16,21,1,-250.0,119.0,0.0,,,405.96,v2.3
gemma-2-9b-it,fp16,21,1,-200.0,112.0,0.0,,,405.96,v2.3
gemma-2-9b-it,fp16,21,1,-160.0,108.0,0.0,,,405.96,v2.3
gemma-2-9b-it,fp16,21,1,-120.0,117.0,0.0,,,405.96,v2.3
gemma-2-9b-it,fp16,21,1,-100.0,121.0,0.0,,,405.96,v2.3
gemma-2-9b-it,fp16,21,1,-80.0,119.5,0.0,,,405.96,v2.3
gemma-2-9b-it,fp16,21,1,-60.0,122.0,0.0,,,405.96,v2.3
gemma-2-9b-it,fp16,21,1,-40.0,120.5,0.0,,,405.96,v2.3
gemma-2-9b-it,fp16,21,1,-20.0,124.5,0.0,,,405.96,v2.3
gemma-2-9b-it,fp16,21,1,0.0,122.5,0.0,0.815,0.08,405.96,v2.3
gemma-2-9b-it,fp16,21,1,20.0,127.0,0.0,,,405.96,v2.3
gemma-2-9b-it,fp16,21,1,40.0,133.0,0.0,,,405.96,v2.3
gemma-2-9b-it,fp16,21,1,60.0,136.5,0.0,,,405.96,v2.3
gemma-2-9b-it,fp16,21,1,80.0,133.5,0.0,,,405.96,v2.3
gemma-2-9b-it,fp16,21,1,100.0,128.5,0.0,,,405.96,v2.3
gemma-2-9b-it,fp16,21,1,120.0,116.5,0.0,,,405.96,v2.3
gemma-2-9b-it,fp16,21,1,160.0,131.0,0.0,,,405.96,v2.3
gemma-2-9b-it,fp16,21,1,200.0,183.0,0.2,0.2,0.61,405.96,v2.3
gemma-2-9b-it,fp16,21,1,250.0,188.0,0.6,0.0,1.0,405.96,v2.3
gemma-2-9b-it,fp16,21,1,300.0,0.0,1.0,0.0,1.0,405.96,v2.3
gemma-2-9b-it,fp16,21,2,-300.0,0.0,1.0,0.0,1.0,405.96,v2.3.1
gemma-2-9b-it,fp16,21,2,-250.0,121.0,0.0,0.045,0.81,405.96,v2.3.1
gemma-2-9b-it,fp16,21,2,-200.0,106.0,0.4,0.285,0.195,405.96,v2.3.1
gemma-2-9b-it,fp16,21,2,-160.0,136.0,0.0,0.68,0.1,405.96,v2.3.1
gemma-2-9b-it,fp16,21,2,-120.0,136.0,0.0,0.775,0.065,405.96,v2.3.1
gemma-2-9b-it,fp16,21,2,-100.0,136.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,2,-80.0,135.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,2,-60.0,125.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,2,-40.0,132.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,2,-20.0,147.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,2,0.0,153.5,0.0,0.81,0.1,405.96,v2.3.1
gemma-2-9b-it,fp16,21,2,20.0,145.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,2,40.0,153.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,2,60.0,164.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,2,80.0,161.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,2,100.0,175.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,2,120.0,253.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,2,160.0,148.5,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,2,200.0,149.5,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,2,250.0,191.0,0.4,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,2,300.0,224.0,0.5,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,3,-300.0,0.0,1.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,3,-250.0,122.0,0.4,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,3,-200.0,88.0,0.1,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,3,-160.0,105.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,3,-120.0,130.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,3,-100.0,132.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,3,-80.0,120.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,3,-60.0,129.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,3,-40.0,129.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,3,-20.0,134.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,3,0.0,161.0,0.0,0.825,0.075,405.96,v2.3.1
gemma-2-9b-it,fp16,21,3,20.0,152.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,3,40.0,136.5,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,3,60.0,135.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,3,80.0,115.0,0.0,0.855,0.05,405.96,v2.3.1
gemma-2-9b-it,fp16,21,3,100.0,122.0,0.0,0.825,0.055,405.96,v2.3.1
gemma-2-9b-it,fp16,21,3,120.0,103.5,0.0,0.815,0.055,405.96,v2.3.1
gemma-2-9b-it,fp16,21,3,160.0,100.5,0.0,0.7,0.08,405.96,v2.3.1
gemma-2-9b-it,fp16,21,3,200.0,99.0,0.0,0.375,0.41,405.96,v2.3.1
gemma-2-9b-it,fp16,21,3,250.0,198.0,0.9,0.0,0.96,405.96,v2.3.1
gemma-2-9b-it,fp16,21,3,300.0,0.0,1.0,0.0,1.0,405.96,v2.3.1
gemma-2-9b-it,fp16,21,4,-300.0,0.0,1.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,4,-250.0,120.0,0.4,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,4,-200.0,90.0,0.4,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,4,-160.0,88.0,0.4,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,4,-120.0,122.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,4,-100.0,124.5,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,4,-80.0,121.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,4,-60.0,129.5,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,4,-40.0,135.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,4,-20.0,150.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,4,0.0,146.0,0.0,0.85,0.04,405.96,v2.3.1
gemma-2-9b-it,fp16,21,4,20.0,142.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,4,40.0,149.5,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,4,60.0,138.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,4,80.0,144.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,4,100.0,127.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,4,120.0,145.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,4,160.0,116.5,0.0,0.68,0.155,405.96,v2.3.1
gemma-2-9b-it,fp16,21,4,200.0,135.5,0.0,0.23,0.55,405.96,v2.3.1
gemma-2-9b-it,fp16,21,4,250.0,154.0,0.6,0.015,0.985,405.96,v2.3.1
gemma-2-9b-it,fp16,21,4,300.0,0.0,1.0,0.0,1.0,405.96,v2.3.1
gemma-2-9b-it,fp16,21,5,-300.0,70.0,0.8,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,5,-250.0,87.0,0.1,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,5,-200.0,97.5,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,5,-160.0,90.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,5,-120.0,92.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,5,-100.0,105.5,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,5,-80.0,111.5,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,5,-60.0,119.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,5,-40.0,119.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,5,-20.0,119.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,5,0.0,122.0,0.0,0.785,0.085,405.96,v2.3.1
gemma-2-9b-it,fp16,21,5,20.0,131.5,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,5,40.0,138.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,5,60.0,141.0,0.0,,,405.96,v2.3.1
gemma-2-9b-it,fp16,21,5,80.0,143.0,0.0,0.8,0.09,405.96,v2.3.1
gemma-2-9b-it,fp16,21,5,100.0,143.0,0.0,0.79,0.075,405.96,v2.3.1
gemma-2-9b-it,fp16,21,5,120.0,171.5,0.0,0.745,0.12,405.96,v2.3.1
gemma-2-9b-it,fp16,21,5,160.0,168.0,0.0,0.57,0.295,405.96,v2.3.1
gemma-2-9b-it,fp16,21,5,200.0,181.0,0.1,0.11,0.86,405.96,v2.3.1
gemma-2-9b-it,fp16,21,5,250.0,244.0,0.5,0.0,1.0,405.96,v2.3.1
gemma-2-9b-it,fp16,21,5,300.0,0.0,1.0,0.0,1.0,405.96,v2.3.1
gemma-2-9b-it,nf4,21,1,-300.0,0.0,1.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,1,-250.0,117.0,0.3,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,1,-200.0,119.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,1,-160.0,114.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,1,-120.0,118.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,1,-100.0,116.5,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,1,-80.0,116.5,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,1,-60.0,128.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,1,-40.0,120.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,1,-20.0,119.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,1,0.0,130.0,0.0,0.735,0.155,400.01,v2.3.1
gemma-2-9b-it,nf4,21,1,20.0,123.5,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,1,40.0,132.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,1,60.0,137.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,1,80.0,142.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,1,100.0,123.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,1,120.0,136.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,1,160.0,155.0,0.0,0.58,0.26,400.01,v2.3.1
gemma-2-9b-it,nf4,21,1,200.0,205.0,0.2,0.15,0.72,400.01,v2.3.1
gemma-2-9b-it,nf4,21,1,250.0,0.0,1.0,0.0,1.0,400.01,v2.3.1
gemma-2-9b-it,nf4,21,1,300.0,0.0,1.0,0.0,1.0,400.01,v2.3.1
gemma-2-9b-it,nf4,21,2,-300.0,0.0,1.0,0.0,1.0,400.01,v2.3.1
gemma-2-9b-it,nf4,21,2,-250.0,104.0,0.1,0.01,0.85,400.01,v2.3.1
gemma-2-9b-it,nf4,21,2,-200.0,147.0,0.4,0.21,0.525,400.01,v2.3.1
gemma-2-9b-it,nf4,21,2,-160.0,125.0,0.0,0.545,0.265,400.01,v2.3.1
gemma-2-9b-it,nf4,21,2,-120.0,136.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,2,-100.0,136.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,2,-80.0,129.0,0.0,0.775,0.1,400.01,v2.3.1
gemma-2-9b-it,nf4,21,2,-60.0,119.5,0.0,0.79,0.095,400.01,v2.3.1
gemma-2-9b-it,nf4,21,2,-40.0,103.5,0.0,0.805,0.09,400.01,v2.3.1
gemma-2-9b-it,nf4,21,2,-20.0,126.0,0.0,0.785,0.12,400.01,v2.3.1
gemma-2-9b-it,nf4,21,2,0.0,140.5,0.0,0.755,0.13,400.01,v2.3.1
gemma-2-9b-it,nf4,21,2,20.0,155.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,2,40.0,159.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,2,60.0,163.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,2,80.0,149.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,2,100.0,140.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,2,120.0,143.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,2,160.0,166.5,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,2,200.0,136.0,0.4,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,2,250.0,272.0,0.6,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,2,300.0,377.0,0.9,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,3,-300.0,0.0,1.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,3,-250.0,104.0,0.1,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,3,-200.0,121.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,3,-160.0,105.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,3,-120.0,103.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,3,-100.0,110.5,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,3,-80.0,121.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,3,-60.0,123.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,3,-40.0,121.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,3,-20.0,127.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,3,0.0,141.0,0.0,0.795,0.105,400.01,v2.3.1
gemma-2-9b-it,nf4,21,3,20.0,129.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,3,40.0,124.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,3,60.0,120.5,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,3,80.0,117.0,0.0,0.81,0.06,400.01,v2.3.1
gemma-2-9b-it,nf4,21,3,100.0,119.5,0.0,0.81,0.09,400.01,v2.3.1
gemma-2-9b-it,nf4,21,3,120.0,112.0,0.0,0.755,0.08,400.01,v2.3.1
gemma-2-9b-it,nf4,21,3,160.0,110.0,0.0,0.715,0.145,400.01,v2.3.1
gemma-2-9b-it,nf4,21,3,200.0,106.0,0.0,0.215,0.605,400.01,v2.3.1
gemma-2-9b-it,nf4,21,3,250.0,227.0,0.8,0.0,0.98,400.01,v2.3.1
gemma-2-9b-it,nf4,21,3,300.0,0.0,1.0,0.0,1.0,400.01,v2.3.1
gemma-2-9b-it,nf4,21,4,-300.0,0.0,1.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,4,-250.0,62.0,0.4,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,4,-200.0,144.5,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,4,-160.0,134.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,4,-120.0,129.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,4,-100.0,115.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,4,-80.0,125.5,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,4,-60.0,118.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,4,-40.0,122.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,4,-20.0,121.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,4,0.0,140.0,0.0,0.82,0.08,400.01,v2.3.1
gemma-2-9b-it,nf4,21,4,20.0,146.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,4,40.0,141.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,4,60.0,139.5,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,4,80.0,135.5,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,4,100.0,143.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,4,120.0,123.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,4,160.0,111.5,0.0,0.635,0.16,400.01,v2.3.1
gemma-2-9b-it,nf4,21,4,200.0,121.0,0.0,0.245,0.495,400.01,v2.3.1
gemma-2-9b-it,nf4,21,4,250.0,174.0,0.2,0.005,0.97,400.01,v2.3.1
gemma-2-9b-it,nf4,21,4,300.0,0.0,1.0,0.0,1.0,400.01,v2.3.1
gemma-2-9b-it,nf4,21,5,-300.0,69.0,0.8,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,5,-250.0,95.0,0.1,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,5,-200.0,97.5,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,5,-160.0,90.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,5,-120.0,91.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,5,-100.0,100.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,5,-80.0,123.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,5,-60.0,118.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,5,-40.0,118.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,5,-20.0,128.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,5,0.0,133.0,0.0,0.73,0.15,400.01,v2.3.1
gemma-2-9b-it,nf4,21,5,20.0,136.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,5,40.0,137.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,5,60.0,132.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,5,80.0,127.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,5,100.0,137.0,0.0,,,400.01,v2.3.1
gemma-2-9b-it,nf4,21,5,120.0,134.0,0.0,0.755,0.12,400.01,v2.3.1
gemma-2-9b-it,nf4,21,5,160.0,134.0,0.0,0.56,0.32,400.01,v2.3.1
gemma-2-9b-it,nf4,21,5,200.0,158.0,0.0,0.075,0.89,400.01,v2.3.1
gemma-2-9b-it,nf4,21,5,250.0,190.0,0.7,0.0,1.0,400.01,v2.3.1
gemma-2-9b-it,nf4,21,5,300.0,0.0,1.0,0.0,1.0,400.01,v2.3.1
gemma-2-9b-it,int8,21,1,-300.0,0.0,1.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,1,-250.0,108.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,1,-200.0,112.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,1,-160.0,114.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,1,-120.0,116.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,1,-100.0,114.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,1,-80.0,122.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,1,-60.0,116.5,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,1,-40.0,119.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,1,-20.0,121.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,1,0.0,124.5,0.0,0.805,0.095,404.01,v2.3.1
gemma-2-9b-it,int8,21,1,20.0,125.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,1,40.0,132.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,1,60.0,133.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,1,80.0,141.5,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,1,100.0,134.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,1,120.0,129.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,1,160.0,128.5,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,1,200.0,138.0,0.0,0.215,0.615,404.01,v2.3.1
gemma-2-9b-it,int8,21,1,250.0,176.0,0.6,0.0,1.0,404.01,v2.3.1
gemma-2-9b-it,int8,21,1,300.0,0.0,1.0,0.0,1.0,404.01,v2.3.1
gemma-2-9b-it,int8,21,2,-300.0,0.0,1.0,0.0,1.0,404.01,v2.3.1
gemma-2-9b-it,int8,21,2,-250.0,120.0,0.0,0.03,0.76,404.01,v2.3.1
gemma-2-9b-it,int8,21,2,-200.0,129.0,0.4,0.315,0.175,404.01,v2.3.1
gemma-2-9b-it,int8,21,2,-160.0,136.0,0.0,0.67,0.05,404.01,v2.3.1
gemma-2-9b-it,int8,21,2,-120.0,136.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,2,-100.0,135.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,2,-80.0,135.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,2,-60.0,168.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,2,-40.0,132.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,2,-20.0,146.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,2,0.0,141.0,0.0,0.815,0.085,404.01,v2.3.1
gemma-2-9b-it,int8,21,2,20.0,152.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,2,40.0,153.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,2,60.0,145.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,2,80.0,145.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,2,100.0,174.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,2,120.0,148.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,2,160.0,188.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,2,200.0,211.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,2,250.0,248.0,0.5,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,2,300.0,0.0,1.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,3,-300.0,0.0,1.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,3,-250.0,102.0,0.8,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,3,-200.0,105.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,3,-160.0,104.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,3,-120.0,112.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,3,-100.0,104.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,3,-80.0,125.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,3,-60.0,131.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,3,-40.0,129.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,3,-20.0,129.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,3,0.0,131.0,0.0,0.835,0.06,404.01,v2.3.1
gemma-2-9b-it,int8,21,3,20.0,138.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,3,40.0,135.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,3,60.0,135.0,0.0,0.84,0.06,404.01,v2.3.1
gemma-2-9b-it,int8,21,3,80.0,136.0,0.0,0.84,0.065,404.01,v2.3.1
gemma-2-9b-it,int8,21,3,100.0,119.0,0.0,0.815,0.07,404.01,v2.3.1
gemma-2-9b-it,int8,21,3,120.0,104.5,0.0,0.78,0.1,404.01,v2.3.1
gemma-2-9b-it,int8,21,3,160.0,114.0,0.0,0.66,0.12,404.01,v2.3.1
gemma-2-9b-it,int8,21,3,200.0,70.0,0.1,0.38,0.4,404.01,v2.3.1
gemma-2-9b-it,int8,21,3,250.0,136.0,0.7,0.005,0.965,404.01,v2.3.1
gemma-2-9b-it,int8,21,3,300.0,0.0,1.0,0.0,1.0,404.01,v2.3.1
gemma-2-9b-it,int8,21,4,-300.0,0.0,1.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,4,-250.0,108.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,4,-200.0,85.0,0.4,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,4,-160.0,90.0,0.4,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,4,-120.0,106.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,4,-100.0,129.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,4,-80.0,121.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,4,-60.0,133.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,4,-40.0,131.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,4,-20.0,140.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,4,0.0,136.0,0.0,0.87,0.035,404.01,v2.3.1
gemma-2-9b-it,int8,21,4,20.0,138.5,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,4,40.0,132.5,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,4,60.0,108.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,4,80.0,145.5,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,4,100.0,130.5,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,4,120.0,140.5,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,4,160.0,108.0,0.0,0.64,0.19,404.01,v2.3.1
gemma-2-9b-it,int8,21,4,200.0,129.5,0.0,0.205,0.55,404.01,v2.3.1
gemma-2-9b-it,int8,21,4,250.0,151.0,0.4,0.0,0.97,404.01,v2.3.1
gemma-2-9b-it,int8,21,4,300.0,0.0,1.0,0.0,1.0,404.01,v2.3.1
gemma-2-9b-it,int8,21,5,-300.0,43.0,0.8,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,5,-250.0,82.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,5,-200.0,98.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,5,-160.0,89.5,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,5,-120.0,90.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,5,-100.0,100.5,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,5,-80.0,106.5,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,5,-60.0,116.5,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,5,-40.0,123.0,0.0,,,404.01,v2.3.1
gemma-2-9b-it,int8,21,5,-20.0,119.0,0.0,,,404.01,v2.3.1
